id,reservation_datetime,check_in_date,check_out_date,status,hotel_id,booker_id,voucher_code,total_room_price,total_discount
530,2023-05-13-08:05:55.499666,2024-09-14,2024-09-16,expired,31,531,voucher530,850.64,61.01
531,2023-05-14-08:05:55.499666,2024-09-15,2024-09-17,booked,32,532,voucher531,608.46,91.43
532,2023-05-15-08:05:55.499666,2024-09-16,2024-09-18,pending,33,533,voucher532,159.0,32.84
533,2023-05-16-08:05:55.499666,2024-09-17,2024-09-19,cancelled,34,534,voucher533,104.76,78.68
534,2023-05-17-08:05:55.499666,2024-09-18,2024-09-20,expired,35,535,voucher534,577.71,2.35
535,2023-05-18-08:05:55.499666,2024-09-19,2024-09-21,booked,36,536,voucher535,798.6,44.22
536,2023-05-19-08:05:55.499666,2024-09-20,2024-09-22,pending,37,537,voucher536,427.59,18.6
537,2023-05-20-08:05:55.499666,2024-09-21,2024-09-23,cancelled,38,538,voucher537,201.14,47.12
538,2023-05-21-08:05:55.499666,2024-09-22,2024-09-24,expired,39,539,voucher538,353.97,36.78
539,2023-05-22-08:05:55.499666,2024-09-23,2024-09-25,booked,40,540,voucher539,194.38,36.43
540,2023-05-23-08:05:55.499666,2024-08-25,2024-08-27,pending,41,541,voucher540,398.94,38.4
541,2023-05-24-08:05:55.499666,2024-08-26,2024-08-28,cancelled,42,542,voucher541,741.93,26.71
542,2023-05-25-08:05:55.499666,2024-08-27,2024-08-29,expired,43,543,voucher542,888.19,84.33
543,2023-05-26-08:05:55.499666,2024-08-28,2024-08-30,booked,44,544,voucher543,463.04,81.21
544,2023-05-27-08:05:55.499666,2024-08-29,2024-08-31,pending,45,545,voucher544,129.45,52.21
545,2023-05-28-08:05:55.499666,2024-08-30,2024-09-01,cancelled,46,546,voucher545,344.97,78.86
546,2023-05-29-08:05:55.499666,2024-08-31,2024-09-02,expired,47,547,voucher546,381.13,86.6
547,2023-05-30-08:05:55.499666,2024-09-01,2024-09-03,booked,48,548,voucher547,968.48,59.43
548,2023-05-31-08:05:55.499666,2024-09-02,2024-09-04,pending,49,549,voucher548,791.43,22.32
549,2023-06-01-08:05:55.499666,2024-09-03,2024-09-05,cancelled,50,550,voucher549,963.51,19.6
550,2023-06-02-08:05:55.499666,2024-09-04,2024-09-06,expired,1,551,voucher550,191.65,35.11
551,2023-06-03-08:05:55.499666,2024-09-05,2024-09-07,booked,2,552,voucher551,414.58,86.95
552,2023-06-04-08:05:55.499666,2024-09-06,2024-09-08,pending,3,553,voucher552,241.97,11.57
553,2023-06-05-08:05:55.499666,2024-09-07,2024-09-09,cancelled,4,554,voucher553,471.49,85.03
554,2023-06-06-08:05:55.499666,2024-09-08,2024-09-10,expired,5,555,voucher554,540.61,97.65
555,2023-06-07-08:05:55.499666,2024-09-09,2024-09-11,booked,6,556,voucher555,1065.11,40.42
556,2023-06-08-08:05:55.499666,2024-09-10,2024-09-12,pending,7,557,voucher556,814.27,91.44
557,2023-06-09-08:05:55.499666,2024-09-11,2024-09-13,cancelled,8,558,voucher557,908.44,80.21
558,2023-06-10-08:05:55.499666,2024-09-12,2024-09-14,expired,9,559,voucher558,181.52,55.87
559,2023-06-11-08:05:55.499666,2024-09-13,2024-09-15,booked,10,560,voucher559,611.9,49.12
560,2023-06-12-08:05:55.499666,2024-09-14,2024-09-16,pending,11,561,voucher560,1024.57,77.7
561,2023-06-13-08:05:55.499666,2024-09-15,2024-09-17,cancelled,12,562,voucher561,942.87,0.43
562,2023-06-14-08:05:55.499666,2024-09-16,2024-09-18,expired,13,563,voucher562,1097.13,33.1
563,2023-06-15-08:05:55.499666,2024-09-17,2024-09-19,booked,14,564,voucher563,901.06,11.25
564,2023-06-16-08:05:55.499666,2024-09-18,2024-09-20,pending,15,565,voucher564,846.02,3.23
565,2023-06-17-08:05:55.499666,2024-09-19,2024-09-21,cancelled,16,566,voucher565,203.49,53.32
566,2023-06-18-08:05:55.499666,2024-09-20,2024-09-22,expired,17,567,voucher566,316.9,35.05
567,2023-06-19-08:05:55.499666,2024-09-21,2024-09-23,booked,18,568,voucher567,1020.72,46.97
568,2023-06-20-08:05:55.499666,2024-09-22,2024-09-24,pending,19,569,voucher568,565.08,58.56
569,2023-06-21-08:05:55.499666,2024-09-23,2024-09-25,cancelled,20,570,voucher569,875.12,3.87
570,2023-06-22-08:05:55.499666,2024-08-25,2024-08-27,expired,21,571,voucher570,892.99,48.32
571,2023-06-23-08:05:55.499666,2024-08-26,2024-08-28,booked,22,572,voucher571,704.18,57.64
572,2023-06-24-08:05:55.499666,2024-08-27,2024-08-29,pending,23,573,voucher572,1006.29,78.53
573,2023-06-25-08:05:55.499666,2024-08-28,2024-08-30,cancelled,24,574,voucher573,359.14,10.06
574,2023-06-26-08:05:55.499666,2024-08-29,2024-08-31,expired,25,575,voucher574,920.86,41.38
575,2023-06-27-08:05:55.499666,2024-08-30,2024-09-01,booked,26,576,voucher575,608.57,21.13
576,2023-06-28-08:05:55.499666,2024-08-31,2024-09-02,pending,27,577,voucher576,1088.5,30.97
577,2023-06-29-08:05:55.499666,2024-09-01,2024-09-03,cancelled,28,578,voucher577,858.03,16.57
578,2023-06-30-08:05:55.499666,2024-09-02,2024-09-04,expired,29,579,voucher578,245.43,91.24
579,2023-07-01-08:05:55.499666,2024-09-03,2024-09-05,booked,30,580,voucher579,791.89,16.11
580,2023-07-02-08:05:55.499666,2024-09-04,2024-09-06,pending,31,581,voucher580,258.06,67.2
581,2023-07-03-08:05:55.499666,2024-09-05,2024-09-07,cancelled,32,582,voucher581,459.29,26.24
582,2023-07-04-08:05:55.499666,2024-09-06,2024-09-08,expired,33,583,voucher582,155.09,15.2
583,2023-07-05-08:05:55.499666,2024-09-07,2024-09-09,booked,34,584,voucher583,630.53,35.23
584,2023-07-06-08:05:55.499666,2024-09-08,2024-09-10,pending,35,585,voucher584,334.34,27.8
585,2023-07-07-08:05:55.499666,2024-09-09,2024-09-11,cancelled,36,586,voucher585,666.31,74.55
586,2023-07-08-08:05:55.499666,2024-09-10,2024-09-12,expired,37,587,voucher586,933.03,21.51
587,2023-07-09-08:05:55.499666,2024-09-11,2024-09-13,booked,38,588,voucher587,493.94,16.12
588,2023-07-10-08:05:55.499666,2024-09-12,2024-09-14,pending,39,589,voucher588,697.83,57.72
589,2023-07-11-08:05:55.499666,2024-09-13,2024-09-15,cancelled,40,590,voucher589,351.71,91.16
590,2023-07-12-08:05:55.499666,2024-09-14,2024-09-16,expired,41,591,voucher590,609.0,5.49
591,2023-07-13-08:05:55.499666,2024-09-15,2024-09-17,booked,42,592,voucher591,725.29,92.47
592,2023-07-14-08:05:55.499666,2024-09-16,2024-09-18,pending,43,593,voucher592,553.48,73.99
593,2023-07-15-08:05:55.499666,2024-09-17,2024-09-19,cancelled,44,594,voucher593,793.69,44.28
594,2023-07-16-08:05:55.499666,2024-09-18,2024-09-20,expired,45,595,voucher594,634.67,8.35
595,2023-07-17-08:05:55.499666,2024-09-19,2024-09-21,booked,46,596,voucher595,864.11,42.95
596,2023-07-18-08:05:55.499666,2024-09-20,2024-09-22,pending,47,597,voucher596,209.32,46.81
597,2023-07-19-08:05:55.499666,2024-09-21,2024-09-23,cancelled,48,598,voucher597,796.32,28.62
598,2023-07-20-08:05:55.499666,2024-09-22,2024-09-24,expired,49,599,voucher598,491.71,24.66
599,2023-07-21-08:05:55.499666,2024-09-23,2024-09-25,booked,50,600,voucher599,591.09,94.86
600,2023-07-22-08:05:55.499666,2024-08-25,2024-08-27,pending,1,601,voucher600,925.18,99.93
601,2023-07-23-08:05:55.499666,2024-08-26,2024-08-28,cancelled,2,602,voucher601,892.12,75.71
602,2023-07-24-08:05:55.499666,2024-08-27,2024-08-29,expired,3,603,voucher602,434.15,91.69
603,2023-07-25-08:05:55.499666,2024-08-28,2024-08-30,booked,4,604,voucher603,575.35,21.59
604,2023-07-26-08:05:55.499666,2024-08-29,2024-08-31,pending,5,605,voucher604,906.53,9.93
605,2023-07-27-08:05:55.499666,2024-08-30,2024-09-01,cancelled,6,606,voucher605,278.34,36.71
606,2023-07-28-08:05:55.499666,2024-08-31,2024-09-02,expired,7,607,voucher606,665.23,18.55
607,2023-07-29-08:05:55.499666,2024-09-01,2024-09-03,booked,8,608,voucher607,261.08,58.09
608,2023-07-30-08:05:55.499666,2024-09-02,2024-09-04,pending,9,609,voucher608,445.18,85.69
609,2023-07-31-08:05:55.499666,2024-09-03,2024-09-05,cancelled,10,610,voucher609,448.12,11.77
610,2023-08-01-08:05:55.499666,2024-09-04,2024-09-06,expired,11,611,voucher610,253.88,16.6
611,2023-08-02-08:05:55.499666,2024-09-05,2024-09-07,booked,12,612,voucher611,642.77,47.04
612,2023-08-03-08:05:55.499666,2024-09-06,2024-09-08,pending,13,613,voucher612,1042.02,38.88
613,2023-08-04-08:05:55.499666,2024-09-07,2024-09-09,cancelled,14,614,voucher613,443.34,78.07
614,2023-08-05-08:05:55.499666,2024-09-08,2024-09-10,expired,15,615,voucher614,1006.95,73.84
615,2023-08-06-08:05:55.499666,2024-09-09,2024-09-11,booked,16,616,voucher615,247.71,19.9
616,2023-08-07-08:05:55.499666,2024-09-10,2024-09-12,pending,17,617,voucher616,585.52,14.66
617,2023-08-08-08:05:55.499666,2024-09-11,2024-09-13,cancelled,18,618,voucher617,278.27,98.49
618,2023-08-09-08:05:55.499666,2024-09-12,2024-09-14,expired,19,619,voucher618,330.85,75.44
619,2023-08-10-08:05:55.499666,2024-09-13,2024-09-15,booked,20,620,voucher619,869.19,11.51
620,2023-08-11-08:05:55.499666,2024-09-14,2024-09-16,pending,21,621,voucher620,306.04,37.33
621,2023-08-12-08:05:55.499666,2024-09-15,2024-09-17,cancelled,22,622,voucher621,361.17,77.21
622,2023-08-13-08:05:55.499666,2024-09-16,2024-09-18,expired,23,623,voucher622,839.86,10.11
623,2023-08-14-08:05:55.499666,2024-09-17,2024-09-19,booked,24,624,voucher623,1075.53,4.92
624,2023-08-15-08:05:55.499666,2024-09-18,2024-09-20,pending,25,625,voucher624,276.97,40.1
625,2023-08-16-08:05:55.499666,2024-09-19,2024-09-21,cancelled,26,626,voucher625,675.87,64.95
626,2023-08-17-08:05:55.499666,2024-09-20,2024-09-22,expired,27,627,voucher626,1098.13,17.92
627,2023-08-18-08:05:55.499666,2024-09-21,2024-09-23,booked,28,628,voucher627,157.66,3.78
628,2023-08-19-08:05:55.499666,2024-09-22,2024-09-24,pending,29,629,voucher628,692.4,90.49
629,2023-08-20-08:05:55.499666,2024-09-23,2024-09-25,cancelled,30,630,voucher629,1075.87,6.59
630,2023-08-21-08:05:55.499666,2024-08-25,2024-08-27,expired,31,631,voucher630,418.75,28.85
631,2023-08-22-08:05:55.499666,2024-08-26,2024-08-28,booked,32,632,voucher631,972.0,33.7
632,2023-08-23-08:05:55.499666,2024-08-27,2024-08-29,pending,33,633,voucher632,1014.78,93.01
633,2023-08-24-08:05:55.499666,2024-08-28,2024-08-30,cancelled,34,634,voucher633,290.84,67.14
634,2023-08-25-08:05:55.499666,2024-08-29,2024-08-31,expired,35,635,voucher634,1085.33,13.39
635,2023-08-26-08:05:55.499666,2024-08-30,2024-09-01,booked,36,636,voucher635,1085.47,81.22
636,2023-08-27-08:05:55.499666,2024-08-31,2024-09-02,pending,37,637,voucher636,356.84,49.67
637,2023-08-28-08:05:55.499666,2024-09-01,2024-09-03,cancelled,38,638,voucher637,148.54,68.0
638,2023-08-29-08:05:55.499666,2024-09-02,2024-09-04,expired,39,639,voucher638,710.64,16.65
639,2023-08-30-08:05:55.499666,2024-09-03,2024-09-05,booked,40,640,voucher639,735.96,89.04
640,2023-08-31-08:05:55.499666,2024-09-04,2024-09-06,pending,41,641,voucher640,138.62,85.05
641,2023-09-01-08:05:55.499666,2024-09-05,2024-09-07,cancelled,42,642,voucher641,1074.84,14.86
642,2023-09-02-08:05:55.499666,2024-09-06,2024-09-08,expired,43,643,voucher642,701.1,75.52
643,2023-09-03-08:05:55.499666,2024-09-07,2024-09-09,booked,44,644,voucher643,384.35,39.82
644,2023-09-04-08:05:55.499666,2024-09-08,2024-09-10,pending,45,645,voucher644,143.67,98.05
645,2023-09-05-08:05:55.499666,2024-09-09,2024-09-11,cancelled,46,646,voucher645,150.27,1.07
646,2023-09-06-08:05:55.499666,2024-09-10,2024-09-12,expired,47,647,voucher646,957.76,24.95
647,2023-09-07-08:05:55.499666,2024-09-11,2024-09-13,booked,48,648,voucher647,1053.04,77.25
648,2023-09-08-08:05:55.499666,2024-09-12,2024-09-14,pending,49,649,voucher648,587.4,84.79
649,2023-09-09-08:05:55.499666,2024-09-13,2024-09-15,cancelled,50,650,voucher649,873.71,25.84
650,2023-09-10-08:05:55.499666,2024-09-14,2024-09-16,expired,1,651,voucher650,1011.11,83.83
651,2023-09-11-08:05:55.499666,2024-09-15,2024-09-17,booked,2,652,voucher651,221.12,32.52
652,2023-09-12-08:05:55.499666,2024-09-16,2024-09-18,pending,3,653,voucher652,706.49,88.45
653,2023-09-13-08:05:55.499666,2024-09-17,2024-09-19,cancelled,4,654,voucher653,312.03,75.27
654,2023-09-14-08:05:55.499666,2024-09-18,2024-09-20,expired,5,655,voucher654,761.32,73.38
655,2023-09-15-08:05:55.499666,2024-09-19,2024-09-21,booked,6,656,voucher655,777.81,47.52
656,2023-09-16-08:05:55.499666,2024-09-20,2024-09-22,pending,7,657,voucher656,679.72,71.04
657,2023-09-17-08:05:55.499666,2024-09-21,2024-09-23,cancelled,8,658,voucher657,499.15,76.18
658,2023-09-18-08:05:55.499666,2024-09-22,2024-09-24,expired,9,659,voucher658,874.74,62.04
659,2023-09-19-08:05:55.499666,2024-09-23,2024-09-25,booked,10,660,voucher659,423.57,11.47
660,2023-09-20-08:05:55.499666,2024-08-25,2024-08-27,pending,11,661,voucher660,398.65,69.18
661,2023-09-21-08:05:55.499666,2024-08-26,2024-08-28,cancelled,12,662,voucher661,788.71,47.36
662,2023-09-22-08:05:55.499666,2024-08-27,2024-08-29,expired,13,663,voucher662,674.4,49.25
663,2023-09-23-08:05:55.499666,2024-08-28,2024-08-30,booked,14,664,voucher663,951.99,57.09
664,2023-09-24-08:05:55.499666,2024-08-29,2024-08-31,pending,15,665,voucher664,720.95,91.53
665,2023-09-25-08:05:55.499666,2024-08-30,2024-09-01,cancelled,16,666,voucher665,361.81,41.35
666,2023-09-26-08:05:55.499666,2024-08-31,2024-09-02,expired,17,667,voucher666,1053.71,97.93
667,2023-09-27-08:05:55.499666,2024-09-01,2024-09-03,booked,18,668,voucher667,1046.0,94.34
668,2023-09-28-08:05:55.499666,2024-09-02,2024-09-04,pending,19,669,voucher668,359.49,39.04
669,2023-09-29-08:05:55.499666,2024-09-03,2024-09-05,cancelled,20,670,voucher669,244.24,90.63
670,2023-09-30-08:05:55.499666,2024-09-04,2024-09-06,expired,21,671,voucher670,542.19,0.21
671,2023-10-01-08:05:55.499666,2024-09-05,2024-09-07,booked,22,672,voucher671,578.36,95.08
672,2023-10-02-08:05:55.499666,2024-09-06,2024-09-08,pending,23,673,voucher672,487.41,80.7
673,2023-10-03-08:05:55.499666,2024-09-07,2024-09-09,cancelled,24,674,voucher673,997.71,46.7
674,2023-10-04-08:05:55.499666,2024-09-08,2024-09-10,expired,25,675,voucher674,156.0,14.41
675,2023-10-05-08:05:55.499666,2024-09-09,2024-09-11,booked,26,676,voucher675,918.85,80.28
676,2023-10-06-08:05:55.499666,2024-09-10,2024-09-12,pending,27,677,voucher676,471.81,97.46
677,2023-10-07-08:05:55.499666,2024-09-11,2024-09-13,cancelled,28,678,voucher677,714.83,27.82
678,2023-10-08-08:05:55.499666,2024-09-12,2024-09-14,expired,29,679,voucher678,1077.92,42.47
679,2023-10-09-08:05:55.499666,2024-09-13,2024-09-15,booked,30,680,voucher679,419.89,3.14
680,2023-10-10-08:05:55.499666,2024-09-14,2024-09-16,pending,31,681,voucher680,888.7,14.85
681,2023-10-11-08:05:55.499666,2024-09-15,2024-09-17,cancelled,32,682,voucher681,1070.11,71.84
682,2023-10-12-08:05:55.499666,2024-09-16,2024-09-18,expired,33,683,voucher682,528.34,26.68
683,2023-10-13-08:05:55.499666,2024-09-17,2024-09-19,booked,34,684,voucher683,1077.19,65.8
684,2023-10-14-08:05:55.499666,2024-09-18,2024-09-20,pending,35,685,voucher684,116.64,80.66
685,2023-10-15-08:05:55.499666,2024-09-19,2024-09-21,cancelled,36,686,voucher685,957.41,24.18
686,2023-10-16-08:05:55.499666,2024-09-20,2024-09-22,expired,37,687,voucher686,412.69,31.85
687,2023-10-17-08:05:55.499666,2024-09-21,2024-09-23,booked,38,688,voucher687,343.64,55.43
688,2023-10-18-08:05:55.499666,2024-09-22,2024-09-24,pending,39,689,voucher688,358.81,8.5
689,2023-10-19-08:05:55.499666,2024-09-23,2024-09-25,cancelled,40,690,voucher689,678.72,77.85
690,2023-10-20-08:05:55.499666,2024-08-25,2024-08-27,expired,41,691,voucher690,460.49,45.23
691,2023-10-21-08:05:55.499666,2024-08-26,2024-08-28,booked,42,692,voucher691,212.38,35.99
692,2023-10-22-08:05:55.499666,2024-08-27,2024-08-29,pending,43,693,voucher692,900.92,0.14
693,2023-10-23-08:05:55.499666,2024-08-28,2024-08-30,cancelled,44,694,voucher693,740.24,22.4
694,2023-10-24-08:05:55.499666,2024-08-29,2024-08-31,expired,45,695,voucher694,607.52,69.85
695,2023-10-25-08:05:55.499666,2024-08-30,2024-09-01,booked,46,696,voucher695,978.8,86.2
696,2023-10-26-08:05:55.499666,2024-08-31,2024-09-02,pending,47,697,voucher696,776.8,80.1
697,2023-10-27-08:05:55.499666,2024-09-01,2024-09-03,cancelled,48,698,voucher697,1058.49,51.59
698,2023-10-28-08:05:55.499666,2024-09-02,2024-09-04,expired,49,699,voucher698,314.66,9.34
699,2023-10-29-08:05:55.499666,2024-09-03,2024-09-05,booked,50,700,voucher699,541.52,31.5
700,2023-10-30-08:05:55.499666,2024-09-04,2024-09-06,pending,1,701,voucher700,783.91,24.2
701,2023-10-31-08:05:55.499666,2024-09-05,2024-09-07,cancelled,2,702,voucher701,782.78,26.07
702,2023-11-01-08:05:55.499666,2024-09-06,2024-09-08,expired,3,703,voucher702,365.97,42.08
703,2023-11-02-08:05:55.499666,2024-09-07,2024-09-09,booked,4,704,voucher703,708.73,77.51
704,2023-11-03-08:05:55.499666,2024-09-08,2024-09-10,pending,5,705,voucher704,967.91,40.93
705,2023-11-04-08:05:55.499666,2024-09-09,2024-09-11,cancelled,6,706,voucher705,999.79,86.2
706,2023-11-05-08:05:55.499666,2024-09-10,2024-09-12,expired,7,707,voucher706,443.27,60.95
707,2023-11-06-08:05:55.499666,2024-09-11,2024-09-13,booked,8,708,voucher707,739.25,16.65
708,2023-11-07-08:05:55.499666,2024-09-12,2024-09-14,pending,9,709,voucher708,278.2,68.7
709,2023-11-08-08:05:55.499666,2024-09-13,2024-09-15,cancelled,10,710,voucher709,301.78,63.21
710,2023-11-09-08:05:55.499666,2024-09-14,2024-09-16,expired,11,711,voucher710,435.44,11.25
711,2023-11-10-08:05:55.499666,2024-09-15,2024-09-17,booked,12,712,voucher711,266.15,45.28
712,2023-11-11-08:05:55.499666,2024-09-16,2024-09-18,pending,13,713,voucher712,1085.87,85.49
713,2023-11-12-08:05:55.499666,2024-09-17,2024-09-19,cancelled,14,714,voucher713,572.23,41.84
714,2023-11-13-08:05:55.499666,2024-09-18,2024-09-20,expired,15,715,voucher714,1008.49,93.66
715,2023-11-14-08:05:55.499666,2024-09-19,2024-09-21,booked,16,716,voucher715,826.4,99.05
716,2023-11-15-08:05:55.499666,2024-09-20,2024-09-22,pending,17,717,voucher716,650.89,88.03
717,2023-11-16-08:05:55.499666,2024-09-21,2024-09-23,cancelled,18,718,voucher717,370.73,86.64
718,2023-11-17-08:05:55.499666,2024-09-22,2024-09-24,expired,19,719,voucher718,435.61,12.09
719,2023-11-18-08:05:55.499666,2024-09-23,2024-09-25,booked,20,720,voucher719,451.29,86.36
720,2023-11-19-08:05:55.499666,2024-08-25,2024-08-27,pending,21,721,voucher720,427.01,87.04
721,2023-11-20-08:05:55.499666,2024-08-26,2024-08-28,cancelled,22,722,voucher721,983.93,56.03
722,2023-11-21-08:05:55.499666,2024-08-27,2024-08-29,expired,23,723,voucher722,1066.61,36.55
723,2023-11-22-08:05:55.499666,2024-08-28,2024-08-30,booked,24,724,voucher723,159.95,76.12
724,2023-11-23-08:05:55.499666,2024-08-29,2024-08-31,pending,25,725,voucher724,301.02,82.28
725,2023-11-24-08:05:55.499666,2024-08-30,2024-09-01,cancelled,26,726,voucher725,549.57,92.69
726,2023-11-25-08:05:55.499666,2024-08-31,2024-09-02,expired,27,727,voucher726,102.17,20.33
727,2023-11-26-08:05:55.499666,2024-09-01,2024-09-03,booked,28,728,voucher727,742.43,74.62
728,2023-11-27-08:05:55.499666,2024-09-02,2024-09-04,pending,29,729,voucher728,477.28,26.62
729,2023-11-28-08:05:55.499666,2024-09-03,2024-09-05,cancelled,30,730,voucher729,658.44,97.51
730,2023-11-29-08:05:55.499666,2024-09-04,2024-09-06,expired,31,731,voucher730,530.69,57.67
731,2023-11-30-08:05:55.499666,2024-09-05,2024-09-07,booked,32,732,voucher731,918.98,8.92
732,2023-12-01-08:05:55.499666,2024-09-06,2024-09-08,pending,33,733,voucher732,738.73,61.64
733,2023-12-02-08:05:55.499666,2024-09-07,2024-09-09,cancelled,34,734,voucher733,491.75,65.03
734,2023-12-03-08:05:55.499666,2024-09-08,2024-09-10,expired,35,735,voucher734,184.22,93.08
735,2023-12-04-08:05:55.499666,2024-09-09,2024-09-11,booked,36,736,voucher735,818.34,18.86
736,2023-12-05-08:05:55.499666,2024-09-10,2024-09-12,pending,37,737,voucher736,242.65,9.37
737,2023-12-06-08:05:55.499666,2024-09-11,2024-09-13,cancelled,38,738,voucher737,861.31,82.88
738,2023-12-07-08:05:55.499666,2024-09-12,2024-09-14,expired,39,739,voucher738,874.79,96.91
739,2023-12-08-08:05:55.499666,2024-09-13,2024-09-15,booked,40,740,voucher739,731.04,48.7
740,2023-12-09-08:05:55.499666,2024-09-14,2024-09-16,pending,41,741,voucher740,842.14,34.06
741,2023-12-10-08:05:55.499666,2024-09-15,2024-09-17,cancelled,42,742,voucher741,485.79,75.16
742,2023-12-11-08:05:55.499666,2024-09-16,2024-09-18,expired,43,743,voucher742,483.59,2.91
743,2023-12-12-08:05:55.499666,2024-09-17,2024-09-19,booked,44,744,voucher743,262.17,20.55
744,2023-12-13-08:05:55.499666,2024-09-18,2024-09-20,pending,45,745,voucher744,163.84,46.28
745,2023-12-14-08:05:55.499666,2024-09-19,2024-09-21,cancelled,46,746,voucher745,458.2,0.11
746,2023-12-15-08:05:55.499666,2024-09-20,2024-09-22,expired,47,747,voucher746,692.9,63.09
747,2023-12-16-08:05:55.499666,2024-09-21,2024-09-23,booked,48,748,voucher747,333.49,66.49
748,2023-12-17-08:05:55.499666,2024-09-22,2024-09-24,pending,49,749,voucher748,317.64,7.17
749,2023-12-18-08:05:55.499666,2024-09-23,2024-09-25,cancelled,50,750,voucher749,138.11,96.27
750,2023-12-19-08:05:55.499666,2024-08-25,2024-08-27,expired,1,751,voucher750,774.23,12.84
751,2023-12-20-08:05:55.499666,2024-08-26,2024-08-28,booked,2,752,voucher751,966.37,94.16
752,2023-12-21-08:05:55.499666,2024-08-27,2024-08-29,pending,3,753,voucher752,166.13,5.28
753,2023-12-22-08:05:55.499666,2024-08-28,2024-08-30,cancelled,4,754,voucher753,636.82,8.12
754,2023-12-23-08:05:55.499666,2024-08-29,2024-08-31,expired,5,755,voucher754,475.98,54.87
755,2023-12-24-08:05:55.499666,2024-08-30,2024-09-01,booked,6,756,voucher755,414.3,61.17
756,2023-12-25-08:05:55.499666,2024-08-31,2024-09-02,pending,7,757,voucher756,539.4,20.47
757,2023-12-26-08:05:55.499666,2024-09-01,2024-09-03,cancelled,8,758,voucher757,654.38,12.02
758,2023-12-27-08:05:55.499666,2024-09-02,2024-09-04,expired,9,759,voucher758,590.24,64.47
759,2023-12-28-08:05:55.499666,2024-09-03,2024-09-05,booked,10,760,voucher759,1008.12,38.07
760,2023-12-29-08:05:55.499666,2024-09-04,2024-09-06,pending,11,761,voucher760,645.03,59.79
761,2023-12-30-08:05:55.499666,2024-09-05,2024-09-07,cancelled,12,762,voucher761,674.45,6.5
762,2023-12-31-08:05:55.499666,2024-09-06,2024-09-08,expired,13,763,voucher762,220.44,90.49
763,2024-01-01-08:05:55.499666,2024-09-07,2024-09-09,booked,14,764,voucher763,1026.98,46.42
764,2024-01-02-08:05:55.499666,2024-09-08,2024-09-10,pending,15,765,voucher764,193.87,48.84
765,2024-01-03-08:05:55.499666,2024-09-09,2024-09-11,cancelled,16,766,voucher765,426.38,26.99
766,2024-01-04-08:05:55.499666,2024-09-10,2024-09-12,expired,17,767,voucher766,120.54,76.64
767,2024-01-05-08:05:55.499666,2024-09-11,2024-09-13,booked,18,768,voucher767,1014.74,68.92
768,2024-01-06-08:05:55.499666,2024-09-12,2024-09-14,pending,19,769,voucher768,438.54,88.67
769,2024-01-07-08:05:55.499666,2024-09-13,2024-09-15,cancelled,20,770,voucher769,1083.33,94.54
770,2024-01-08-08:05:55.499666,2024-09-14,2024-09-16,expired,21,771,voucher770,731.09,55.84
771,2024-01-09-08:05:55.499666,2024-09-15,2024-09-17,booked,22,772,voucher771,223.97,41.94
772,2024-01-10-08:05:55.499666,2024-09-16,2024-09-18,pending,23,773,voucher772,405.06,43.32
773,2024-01-11-08:05:55.499666,2024-09-17,2024-09-19,cancelled,24,774,voucher773,881.31,10.36
774,2024-01-12-08:05:55.499666,2024-09-18,2024-09-20,expired,25,775,voucher774,698.58,76.75
775,2024-01-13-08:05:55.499666,2024-09-19,2024-09-21,booked,26,776,voucher775,288.81,57.23
776,2024-01-14-08:05:55.499666,2024-09-20,2024-09-22,pending,27,777,voucher776,1086.87,5.63
777,2024-01-15-08:05:55.499666,2024-09-21,2024-09-23,cancelled,28,778,voucher777,715.73,63.75
778,2024-01-16-08:05:55.499666,2024-09-22,2024-09-24,expired,29,779,voucher778,732.2,5.93
779,2024-01-17-08:05:55.499666,2024-09-23,2024-09-25,booked,30,780,voucher779,803.22,19.25
780,2024-01-18-08:05:55.499666,2024-08-25,2024-08-27,pending,31,781,voucher780,266.33,0.28
781,2024-01-19-08:05:55.499666,2024-08-26,2024-08-28,cancelled,32,782,voucher781,800.71,29.51
782,2024-01-20-08:05:55.499666,2024-08-27,2024-08-29,expired,33,783,voucher782,625.39,12.11
783,2024-01-21-08:05:55.499666,2024-08-28,2024-08-30,booked,34,784,voucher783,212.29,27.31
784,2024-01-22-08:05:55.499666,2024-08-29,2024-08-31,pending,35,785,voucher784,930.31,22.08
785,2024-01-23-08:05:55.499666,2024-08-30,2024-09-01,cancelled,36,786,voucher785,660.85,92.93
786,2024-01-24-08:05:55.499666,2024-08-31,2024-09-02,expired,37,787,voucher786,149.65,79.13
787,2024-01-25-08:05:55.499666,2024-09-01,2024-09-03,booked,38,788,voucher787,312.36,77.61
788,2024-01-26-08:05:55.499666,2024-09-02,2024-09-04,pending,39,789,voucher788,954.6,74.84
789,2024-01-27-08:05:55.499666,2024-09-03,2024-09-05,cancelled,40,790,voucher789,565.85,55.15
790,2024-01-28-08:05:55.499666,2024-09-04,2024-09-06,expired,41,791,voucher790,314.23,13.53
791,2024-01-29-08:05:55.499666,2024-09-05,2024-09-07,booked,42,792,voucher791,699.34,9.23
792,2024-01-30-08:05:55.499666,2024-09-06,2024-09-08,pending,43,793,voucher792,846.16,71.5
793,2024-01-31-08:05:55.499666,2024-09-07,2024-09-09,cancelled,44,794,voucher793,1015.64,40.02
794,2024-02-01-08:05:55.499666,2024-09-08,2024-09-10,expired,45,795,voucher794,177.56,9.4
